lexeme_id,POS,frequency,frequency_Antiquitas,frequency_AetasPatrum,frequency_MediumAeuum,frequency_RecentiorLatinitas
humerus_n,noun,3055,146,946,1907,56
humo_v,verb,2752,357,970,1361,64
humor_n,noun,4348,76,733,3114,425
humus_n,noun,4066,1243,1132,1562,129
iaceo_v,verb,14345,2808,5151,6292,94
iacio_v,verb,10241,2541,3443,3860,397
iacto_v,verb,8895,1882,4129,2714,170
iactura_n,noun,1700,421,504,645,130
iactus_n,noun,1199,318,378,475,28
iaculor/-o_v,verb,1770,334,790,615,31
ianua_n,noun,5603,623,1971,2848,161
icio_v,verb,5272,2376,1304,1481,111
ico_v,verb,5271,2376,1300,1484,111
ictus_n,noun,7684,3291,2051,2145,197
ignauia_n,noun,1974,393,553,975,53
ignis_n,noun,61260,5830,20053,33369,2008
ignominia_n,noun,4063,835,1396,1769,63
ignoro_v,verb,41330,1696,17289,21280,1065
ignosco_v,verb,16267,3679,5190,6648,750
illabor_v,verb,535,22,83,387,43
illaboro_v,verb,27,1,26,0,0
illacrimo/-or_v,verb,154,44,18,92,0
illaqueo_v,verb,398,0,63,309,26
illicio_v,verb,2189,19,586,1550,34
illido_v,verb,488,87,190,199,12
illigo_v,verb,352,9,257,79,7
illino_v,verb,355,53,82,204,16
illuceo_v,verb,462,8,128,312,14
illucesco_v,verb,746,8,171,553,14
illudo_v,verb,2370,46,663,1619,42
illumino_v,verb,16673,15,3012,13250,396
illustro_v,verb,5377,64,1014,3365,934
imaginor/-o_v,verb,12906,513,3867,7281,1245
imago_n,noun,24861,2088,9487,11949,1337
imber_n,noun,4531,1378,1779,1340,34
imbibo_v,verb,270,11,29,146,84
imbuo_v,verb,3285,336,967,1654,328
imitor/-o_v,verb,19061,1771,7415,9457,418
immeio_v,verb,1,0,0,0,1
immergo_v,verb,1112,81,130,734,167
immigro_v,verb,15,12,0,0,3
immineo_v,verb,7941,853,2309,4621,158
imminuo_v,verb,1847,234,657,758,198
immisceo_v,verb,1170,230,185,658,97
immitto_v,verb,4315,696,1085,2295,239
immolo_v,verb,8557,382,3775,4380,20
immorior_v,verb,80,44,10,20,6
immoror_v,verb,1241,14,459,697,71
immugio_v,verb,24,11,7,6,0
immunio_v,verb,690,53,141,484,12
immurmuro_v,verb,119,5,56,57,1
immuto_v,verb,4460,174,1086,2892,308
impallesco_v,verb,3,1,1,1,0
impedimentum_n,noun,6986,547,990,5009,440
impedio_v,verb,14225,1278,2064,9977,906
impello_v,verb,5566,1077,1030,2477,982
impendeo_v,verb,7764,752,2337,4397,278
impendo_v,verb,10613,818,3223,6200,372
imperator_n,noun,17901,2641,6998,8116,146
imperito_v,verb,474,203,160,103,8
imperium_n,noun,29008,6335,10701,9571,2401
impero_v,verb,24426,4028,8762,10583,1053
impertio/-ior_v,verb,1917,155,726,966,70
impetro_v,verb,8411,1351,2742,4198,120
impetus_n,noun,14425,3717,3838,5293,1577
impingo_v,verb,1219,117,290,576,236
impio_v,verb,1659,189,870,580,20
implecto_v,verb,231,40,59,86,46
impleo_v,verb,38903,807,18267,19300,529
implico_v,verb,4081,265,877,2729,210
imploro_v,verb,2723,387,605,1697,34
implumbo_v,verb,0,0,0,0,0
impono_v,verb,17474,2359,4495,9929,691
importo_v,verb,3887,68,91,3646,82
imprecor_v,verb,753,18,154,570,11
imprimo_v,verb,6200,312,798,3818,1272
improbo_v,verb,3103,342,781,1907,73
impugno_v,verb,4109,75,895,3065,74
imputo_v,verb,3666,160,1377,1963,166
inaedifico_v,verb,95,47,37,0,11
inambulo_v,verb,171,62,67,41,1
inardesco_v,verb,494,14,211,269,0
inaresco_v,verb,116,111,4,1,0
inauro_v,verb,842,247,311,253,31
incalesco_v,verb,530,69,122,281,58
incandesco_v,verb,138,7,33,97,1
incanesco_v,verb,27,6,11,10,0
incedo_v,verb,8356,736,2971,4481,168
incendium_n,noun,7917,1315,3118,3390,94
incendo_v,verb,12135,1660,5005,5359,111
inceptum_n,noun,2135,596,210,1133,196
incero_v,verb,12,9,3,0,0
incertum_n,noun,10208,1953,4887,3062,306
incesso_v,verb,793,299,241,245,8
incesto_v,verb,321,69,170,81,1
inchoo_v,verb,8134,524,2673,4738,199
inci'do_v,verb,10459,2145,2993,4385,936
"inci\do""_v",verb,12317,2938,3531,4885,963
incingo_v,verb,133,110,13,4,6
incino_v,verb,8,4,3,1,0
incipio_v,verb,32322,3392,9424,18305,1201
incito_v,verb,3368,932,983,1295,158
inclaresco_v,verb,87,12,21,52,2
inclino_v,verb,13486,1215,3298,8168,805
includo_v,verb,9003,2025,2711,3871,396
incola_n,noun,3067,613,1204,1170,80
incolo_v,verb,1817,389,690,698,40
incommodum_n,noun,4285,1045,1087,1602,551
incoquo_v,verb,370,213,99,40,18
increbresco_v,verb,89,32,11,40,6
incrementum_n,noun,6858,553,2780,3049,476
increpito_v,verb,471,249,112,110,0
increpo/-or_v,verb,6252,670,2795,2744,43
incresco_v,verb,573,243,195,109,26
incubo_v,verb,1369,436,482,424,27
inculco_v,verb,1595,138,573,744,140
incumbo_v,verb,3842,633,1190,1638,381
incurro_v,verb,7246,591,2589,3814,252
incursito_v,verb,13,13,0,0,0
incurso/-or_v,verb,730,127,246,345,12
incuruo_v,verb,1531,89,451,959,32
incuso_v,verb,747,234,289,209,15
incutio_v,verb,1649,300,463,817,69
indago/-or_v,verb,1489,84,563,693,149
indecoro_v,verb,116,48,45,19,4
index_n,noun,1646,549,604,416,77
indicium_n,noun,9836,1340,4234,3991,271
indico1_v,verb,12780,1248,6424,4494,614
indico2_v,verb,9263,1420,3848,3544,451
indigeo_v,verb,16994,472,5411,10658,453
indignor/-o_v,verb,5911,953,1826,3067,65
indo_v,verb,28657,4706,9338,13099,1514
indoles_n,noun,1078,274,231,336,237
indolesco_v,verb,90,25,14,50,1
indormio_v,verb,21,13,3,5,0
induco_v,verb,18090,1601,3809,12220,460
indulgentia_n,noun,6585,487,2858,3158,82
indulgeo_v,verb,11223,990,4326,5537,370
induo_v,verb,16387,737,6038,9349,263
induresco_v,verb,145,62,12,55,16
induro_v,verb,2051,86,593,1335,37
industria_n,noun,7425,1431,2095,3437,462
inebrio_v,verb,5052,27,1964,3043,18
ineo_v,verb,5814,1527,1301,2627,359
ineptio_v,verb,345,72,117,114,42
inerro_v,verb,126,50,18,43,15
inertia_n,noun,1413,413,344,477,179
inesco_v,verb,83,19,23,37,4
infamia_n,noun,2950,654,907,1332,57
infamo_v,verb,1402,191,626,577,8
infatuo_v,verb,656,6,218,432,0
infenso_v,verb,64,39,14,9,2
inferi_n,noun,3922,282,1825,1776,39
infero_v,verb,24216,1564,9048,12664,940
infesto/-or_v,verb,1608,503,326,751,28
inficio_v,verb,7138,1080,2400,3449,209
inficisco_v,verb,1,1,0,0,0
infigo_v,verb,3018,406,913,1589,110
infindo_v,verb,38,10,19,9,0
infio_v,verb,344,60,91,184,9
infirmo/-or_v,verb,8122,287,3503,4290,42
infitior_v,verb,494,271,157,58,8
inflammo_v,verb,3635,371,1117,2059,88
inflecto_v,verb,1947,348,815,582,202
infligo_v,verb,2913,47,747,1974,145
inflo_v,verb,4253,490,1997,1668,98
influo_v,verb,2787,192,331,2114,150
infodio_v,verb,237,59,70,108,0
informo_v,verb,5147,107,909,3740,391
infremo_v,verb,162,7,79,76,0
infrendo_v,verb,154,79,54,21,0
infringo_v,verb,1491,405,516,536,34
infulcio_v,verb,71,8,29,34,0
infundo_v,verb,12406,1317,3394,7460,235
infusco_v,verb,152,53,70,29,0
ingemesco_v,verb,1236,121,808,307,0
ingemino_v,verb,702,67,95,532,8
ingemo_v,verb,191,48,85,57,1
ingenero_v,verb,217,39,67,36,75
ingenium_n,noun,14647,4606,4344,3799,1898
ingero_v,verb,5419,547,2049,2742,81
ingrauesco_v,verb,446,75,114,239,18
ingredior_v,verb,27337,1578,10647,14417,695
ingruo_v,verb,1598,171,553,830,44
inhabito_v,verb,6159,36,2659,3399,65
inhaereo_v,verb,6951,381,1888,4374,308
inhibeo_v,verb,1739,402,429,815,93
inhio_v,verb,2193,151,833,1155,54
inhorreo_v,verb,165,32,77,56,0
inhorresco_v,verb,193,62,65,65,1
inicio_v,verb,4154,1721,1014,1336,83
inimico_v,verb,1979,261,873,805,40
iniquitas_n,noun,23101,205,12617,10225,54
initio_v,verb,8432,742,3543,3771,376
initium_n,noun,29541,2728,13037,12590,1186
iniungo_v,verb,6019,159,1680,3977,203
iniuria_n,noun,21174,4311,8408,7772,683
innascor_v,verb,6124,266,804,4645,409
innato_v,verb,856,173,120,458,105
innecto_v,verb,1000,165,548,274,13
innitor_v,verb,3521,302,687,2324,208
inno_v,verb,6279,260,799,4791,429
innocentia_n,noun,10834,772,3855,6139,68
innotesco_v,verb,3185,10,1129,1869,177
innuo_v,verb,4301,20,269,3688,324
innutrio_v,verb,81,19,13,28,21
inolesco_v,verb,1055,21,353,675,6
inopia_n,noun,5887,1134,2326,2284,143
inquam_v,verb,71842,5758,27378,37855,851
inquieto_v,verb,1257,90,469,687,11
inquino_v,verb,3094,197,1410,1441,46
inquiro_v,verb,12020,385,3716,6736,1183
insania_n,noun,3656,473,1628,1496,59
insanio_v,verb,3417,483,1505,1352,77
inscribo_v,verb,3205,968,819,925,493
insculpo_v,verb,376,81,67,180,48
inseco_v,verb,304,213,6,20,65
insector/-o_v,verb,930,206,328,385,11
insenesco_v,verb,20,4,0,15,1
insequor_v,verb,4659,1768,1396,1420,75
insero1_v,verb,8441,1476,3256,3174,535
insero2_v,verb,9444,1015,4781,3367,281
inserto_v,verb,514,61,279,164,10
inseruio_v,verb,1701,128,479,718,376
insideo_v,verb,2047,657,564,776,50
insidia_n,noun,7044,1291,3075,2625,53
insidior/-o_v,verb,7094,702,2997,3360,35
insido_v,verb,2089,688,582,769,50
insigne_n,noun,9104,1754,3215,3864,271
insignio_v,verb,3311,476,605,2067,163
insilio_v,verb,906,56,187,634,29
insimulo_v,verb,563,151,198,204,10
insinuo_v,verb,9637,119,4571,4772,175
insisto_v,verb,6380,532,1625,4096,127
insolesco_v,verb,244,7,96,140,1
insono_v,verb,571,26,225,320,0
inspecto_v,verb,986,338,237,364,47
inspicio_v,verb,9233,754,3477,4664,338
inspico_v,verb,5,1,1,3,0
inspiro_v,verb,6496,92,2135,4126,143
inspuo_v,verb,21,16,2,3,0
inspurco_v,verb,1,1,0,0,0
instauro_v,verb,2263,318,1095,664,186
insterno_v,verb,133,78,22,25,8
instigo_v,verb,1558,110,489,922,37
instillo_v,verb,344,174,27,106,37
instinguo_v,verb,2439,189,313,1730,207
instituo_v,verb,38523,4566,14532,15714,3711
insto_v,verb,19241,1610,3782,12908,941
instrepo_v,verb,31,2,24,5,0
instringo_v,verb,25,9,10,6,0
instrumentum_n,noun,12871,599,3081,8365,826
instruo_v,verb,14965,2231,5018,7156,560
insuesco_v,verb,982,322,265,351,44
insula_n,noun,9680,2591,3949,3033,107
insulto_v,verb,3596,229,1990,1357,20
insum_v,verb,9203,694,3294,4030,1185
insumo_v,verb,340,74,66,139,61
insuo_v,verb,136,65,54,14,3
insurgo_v,verb,3003,200,986,1771,46
insusurro_v,verb,95,27,29,35,4
intabesco_v,verb,24,11,1,11,1
intego_v,verb,450,178,214,58,0
integro_v,verb,3516,450,1325,1465,276
intellego_v,verb,139707,4621,55891,75912,3283
intendo_v,verb,31793,2193,7303,21152,1145
intento_v,verb,1797,222,641,847,87
intepeo_v,verb,36,10,12,14,0
intepesco_v,verb,59,15,22,22,0
interaresco_v,verb,3,3,0,0,0
intercedo_v,verb,3603,395,1407,1603,198
interci'do_v,verb,610,120,273,204,13
"interci\do""_v",verb,1082,225,409,423,25
intercipio_v,verb,1946,512,639,572,223
intercludo_v,verb,1445,442,570,337,96
intercurso_v,verb,35,28,7,0,0
interdico_v,verb,10261,943,6223,2895,200
intereo_v,verb,11727,913,6361,4199,254
interequito_v,verb,37,30,6,1,0
interficio_v,verb,18752,3104,7811,7746,91
interfluo_v,verb,217,82,54,73,8
interfor_v,verb,45,25,19,1,0
interfundo_v,verb,231,68,137,26,0
interiaceo_v,verb,551,69,188,247,47
intericio_v,verb,2414,529,922,773,190
interimo_v,verb,4522,587,2149,1728,58
interiungo_v,verb,10,10,0,0,0
interlabor_v,verb,84,12,21,50,1
interlego_v,verb,1,0,0,1,0
interlino_v,verb,67,13,26,28,0
interloquor_v,verb,113,7,57,48,1
interluceo_v,verb,78,12,27,39,0
interluo_v,verb,44,14,19,11,0
intermisceo_v,verb,490,81,103,278,28
intermitto_v,verb,3047,846,811,1299,91
intermorior_v,verb,119,60,39,0,20
internascor_v,verb,40,32,6,1,1
interniteo_v,verb,35,25,7,3,0
internosco_v,verb,129,39,28,32,30
interpello_v,verb,2980,338,1296,1293,53
interpono_v,verb,9614,1260,4439,3605,310
interpres_n,noun,4406,403,2709,1102,192
interpretor/-o_v,verb,19310,678,10778,7199,655
interpungo_v,verb,43,33,2,0,8
interquiesco_v,verb,33,17,11,1,4
interrogo_v,verb,23228,1320,9107,12642,159
interrumpo_v,verb,1658,294,616,575,173
interscindo_v,verb,27,19,7,1,0
intersum_v,verb,6381,1273,2946,1914,248
interuallum_n,noun,5149,1382,2018,1181,568
interuello_v,verb,12,10,2,0,0
interuenio_v,verb,6051,634,2564,2662,191
interuerto_v,verb,153,60,93,0,0
interuiso_v,verb,46,44,2,0,0
intexo_v,verb,1117,224,458,413,22
intono_v,verb,1169,67,359,743,0
intorqueo_v,verb,945,399,220,292,34
intremo_v,verb,135,27,46,62,0
intro_v,verb,32643,2775,12583,16562,723
introduco_v,verb,9348,471,2935,5431,511
introeo_v,verb,9582,352,3181,6021,28
intromitto_v,verb,1242,110,370,737,25
introrumpo_v,verb,7,7,0,0,0
introspicio_v,verb,296,43,86,102,65
intueor_v,verb,21385,1772,8448,10446,719
intumesco_v,verb,1240,192,364,647,37
inuado_v,verb,4846,768,1569,2408,101
inueho_v,verb,1880,679,659,475,67
inuenio_v,verb,107691,7264,44101,52610,3716
inuergo_v,verb,25,24,1,0,0
inuerto_v,verb,998,339,134,153,372
inuestigo_v,verb,5936,254,1245,3867,570
inuestio_v,verb,607,14,10,576,7
inueterasco_v,verb,186,48,75,58,5
inuideo_v,verb,9634,2135,2897,4483,119
inuidia_n,noun,17312,2632,5125,9259,296
inuigilo_v,verb,955,41,270,597,47
inuisito_v,verb,13,8,5,0,0
inuiso_v,verb,3762,1781,757,1137,87
inuito_v,verb,9097,820,3262,4783,232
inumbro_v,verb,129,32,69,28,0
inundo/-or_v,verb,2183,105,675,1376,27
inuoco_v,verb,10172,358,4100,5599,115
inuolito_v,verb,17,1,16,0,0
inuolo_v,verb,140,38,45,57,0
inuoluo_v,verb,7760,682,2695,3503,880
inuro_v,verb,704,236,281,167,20
iocor/-o_v,verb,1169,369,324,391,85
iocus_n,noun,1369,483,306,473,107
ira_n,noun,42794,5299,14792,22209,494
iracundia_n,noun,4648,589,2327,1714,18
irascor/-o_v,verb,5645,670,2644,2297,34
irrepo_v,verb,356,8,104,198,46
irretio_v,verb,884,1,194,651,38
"irri\to""_v",verb,1546,162,438,835,111
irrideo_v,verb,2456,162,931,1301,62
irrigo_v,verb,1783,28,517,1216,22
irrogo_v,verb,1169,28,402,721,18
irroro_v,verb,151,5,33,111,2
irrumo_v,verb,31,31,0,0,0
irrumpo_v,verb,1064,70,180,806,8
irruo_v,verb,4297,32,1107,3104,54
iter_n,noun,23351,5364,8365,9293,329
itero_v,verb,7695,399,1946,5116,234
iubeo_v,verb,47727,10356,21370,15116,885
iudex_n,noun,33167,7478,14488,10705,496
iudicium_n,noun,99495,7598,41849,47454,2594
iudico_v,verb,63153,6162,27359,27882,1750
iugo_v,verb,2786,669,1015,1082,20
iugulo_v,verb,1440,351,628,449,12
iugum_n,noun,15344,2737,5781,6731,95
iumentum_n,noun,7034,670,3061,3283,20
iungo_v,verb,22345,4067,9120,8107,1051
iurgo/-or_v,verb,698,71,372,254,1
iuro/-or_v,verb,16337,2917,5805,7246,369
ius_n,noun,52314,9516,19179,18296,5323
iussum_n,noun,7213,1650,3235,2189,139
iussus_n,noun,10139,2052,4824,3158,105
iustitia_n,noun,105574,1263,39743,62932,1636
iuuencus_n,noun,567,320,166,74,7
iuuenesco_v,verb,127,11,40,69,7
iuuenta_n,noun,1363,814,294,232,23
iuuentus_n,noun,3440,795,1130,1428,87
iuuo_v,verb,8393,1645,2644,3677,427
la'tito_v,verb,1464,122,558,745,39
labefacio_v,verb,321,154,96,70,1
labefacto_v,verb,642,181,265,138,58
labefio_v,verb,6,1,1,4,0
labo_v,verb,1072,349,365,317,41
labor_n,noun,29832,3807,10533,14902,590
labor_v,verb,19298,2614,8065,8238,381
laboro_v,verb,29729,2548,11161,15379,641
labrum_n,noun,1464,623,445,352,44
lac_n,noun,7379,787,2659,3864,69
lacero_v,verb,3435,909,1281,1198,47
lacertus_n,noun,1017,569,254,181,13
lacesso_v,verb,2126,751,649,669,57
lacrima_n,noun,12551,2669,4630,5233,19
lacrimo/-or_v,verb,3590,987,1130,1465,8
lacteo_v,verb,3148,600,1064,1467,17
lacto_v,verb,2271,140,1048,1066,17
lacus_n,noun,5946,2299,1944,1663,40
laedo_v,verb,9293,2169,3146,3574,404
laetitia_n,noun,17304,1162,6897,8275,970
laeto/-or_v,verb,10356,1063,4836,4362,95
lallo_v,verb,3,1,1,1,0
lambo_v,verb,1062,220,463,359,20
lamento/-or_v,verb,1527,166,586,762,13
lancino_v,verb,82,29,35,7,11
langueo_v,verb,3885,483,1166,2187,49
languesco_v,verb,530,79,146,259,46
lanio_v,verb,1394,338,622,430,4
lapis_n,noun,27894,1562,10048,15214,1070
lapso/-or_v,verb,492,132,190,168,2
laqueo_v,verb,1035,119,479,435,2
laqueus_n,noun,4762,255,2336,2138,33
largior/-io_v,verb,8402,462,3608,4151,181
largitio_n,noun,1149,245,489,394,21
lasciuia_n,noun,2055,233,750,1048,24
lasciuio_v,verb,2231,200,758,1247,26
lasso_v,verb,1405,358,574,468,5
latebra_n,noun,1517,393,608,483,33
lateo_v,verb,25331,2930,9920,11630,851
latitudo_n,noun,5434,583,2198,2411,242
latro_n,noun,7960,920,3021,3961,58
latro_v,verb,2361,433,838,1033,57
latrocinium_n,noun,1283,364,494,409,16
latus_n,noun,17083,3281,5833,6641,1328
laudo_v,verb,40799,4389,16973,18836,601
lauo1_v,verb,6742,544,2394,3750,54
lauo2_v,verb,4964,769,1676,2416,103
laurus_n,noun,868,433,212,206,17
laus_n,noun,31415,2983,11026,16908,498
laxo_v,verb,3464,764,1373,1260,67
le'uo_v,verb,10614,1695,4130,4612,177
"le\uo""_v",verb,10614,1695,4130,4612,177
lectito_v,verb,387,64,186,137,0
lectus_n,noun,6239,1165,2020,2981,73
legatio_n,noun,2511,787,655,1037,32
legatus_n,noun,14532,4906,6823,2601,202
legio_n,noun,7305,4712,1168,1415,10
lego1_v,verb,66052,12597,35586,16025,1844
lego2_v,verb,123473,11080,54050,55507,2836
lenio_v,verb,2104,757,575,721,51
lenocinor_v,verb,250,26,106,118,0
lentesco_v,verb,111,26,50,34,1
lento_v,verb,551,231,193,112,15
leo_n,noun,12827,925,4713,7053,136
letum_n,noun,2141,888,372,879,2
leuitas_n,noun,2806,312,703,1532,259
lex_n,noun,105930,9962,44020,46149,5799
libellus_n,noun,4270,688,1942,1532,108
libeo/-et_v,verb,13711,2012,4524,6536,639
liber_n,noun,69629,4594,25324,37742,1969
liberalitas_n,noun,2543,345,663,1440,95
liberi_n,noun,14670,3117,6331,4846,376
libero/-or_v,verb,34598,2467,15959,15549,623
libertas_n,noun,15234,1939,6795,5495,1005
libertus_n,noun,3224,812,2228,177,7
libido_n,noun,7650,1227,3955,2294,174
libo_v,verb,12604,1941,4993,5364,306
libro_v,verb,16899,1357,5294,9969,279
licentia_n,noun,8171,987,2863,4086,235
liceo/-eor/-et_v,verb,55291,5400,16613,30599,2679
lignum_n,noun,28315,977,11412,15111,815
ligo_v,verb,13503,345,4071,8951,136
limen_n,noun,4745,1426,1658,1606,55
limes_n,noun,3071,625,978,901,567
linea_n,noun,16482,792,2844,8920,3926
lingo_v,verb,606,52,230,324,0
lingua_n,noun,42406,3259,19079,18961,1107
linio_v,verb,908,190,191,519,8
lino_v,verb,8471,1723,4090,2538,120
linquo_v,verb,1833,653,568,595,17
lippio_v,verb,512,57,173,276,6
liquefacio_v,verb,1947,270,400,1177,100
liqueo_v,verb,2085,305,675,942,163
liquesco_v,verb,848,178,200,440,30
liquo_v,verb,2020,361,537,955,167
liquor_n,noun,1942,345,580,800,217
liquor_v,verb,1132,252,450,411,19
lis_n,noun,4713,722,2404,1447,140
litigo_v,verb,2113,209,1210,664,30
lito/-or_v,verb,2277,312,1047,720,198
littera_n,noun,47399,6877,17510,22781,231
litus_n,noun,6703,3596,1979,1074,54
liueo_v,verb,387,168,152,67,0
loco_v,verb,46917,5417,17261,22261,1978
locupleto_v,verb,1236,161,514,454,107
locus_n,noun,134558,16565,47649,64633,5711
longitudo_n,noun,4949,565,1712,2039,633
loquor/-o_v,verb,124993,5595,49375,67002,3021
lorico_v,verb,687,76,150,458,3
lorum_n,noun,1072,427,266,358,21
lubrico_v,verb,638,113,250,266,9
luceo_v,verb,12924,1189,4415,7007,313
lucesco_v,verb,644,29,306,305,4
lucrifico_v,verb,18,4,7,7,0
lucror/-o_v,verb,3593,153,1261,2102,77
lucrum_n,noun,9898,681,4308,4738,171
luctor/-o_v,verb,2320,480,928,877,35
luctus_n,noun,9710,1904,3026,4744,36
lucubro_v,verb,98,48,39,8,3
lucus_n,noun,16794,1812,6603,7742,637
ludibrium_n,noun,1758,411,646,623,78
ludificor/-o_v,verb,348,100,89,138,21
ludo_v,verb,7296,1775,2236,3037,248
ludus_n,noun,4501,1745,1189,1410,157
lugeo_v,verb,15515,1577,6086,7716,136
lumen_n,noun,45181,3372,16425,23952,1432
luna_n,noun,27712,2474,11906,12083,1249
luo1_v,verb,2011,403,869,706,33
luo2_v,verb,1604,341,676,563,24
lupus_n,noun,5476,596,1667,3159,54
lustro/-or_v,verb,2252,752,701,780,19
luto_v,verb,1105,152,385,560,8
lux_n,noun,32975,2205,12617,17075,1078
luxo_v,verb,346,326,8,4,8
luxuria_n,noun,13774,1342,4152,8184,96
luxurio/-or_v,verb,3428,419,1116,1813,80
luxus_n,noun,1730,355,499,787,89
lympho_v,verb,350,218,74,50,8
macero_v,verb,1675,670,291,676,38
machina_n,noun,2686,459,745,1100,382
machinor_v,verb,1118,74,313,714,17
macto_v,verb,1858,326,703,804,25
maculo_v,verb,4316,208,1985,2062,61
madefacio_v,verb,840,363,198,247,32
madefio_v,verb,22,5,5,10,2
madeo_v,verb,1211,618,306,273,14
madesco_v,verb,127,40,40,47,0
maereo/-eor_v,verb,2453,766,1031,656,0
maeror_n,noun,1633,288,971,367,7
magister_n,noun,25723,1999,9111,14244,369
magistratus_n,noun,9363,4434,3036,1190,703
magnitudo_n,noun,20842,1638,3783,13580,1841
maiestas_n,noun,9621,621,3726,5073,201
malaxo_v,verb,12,5,1,6,0
maledico_v,verb,20416,798,9873,9682,63
malefacio_v,verb,1372,116,576,653,27
malo_v,verb,24620,3218,10171,10663,568
malum_n,noun,170105,10801,61629,94369,3306
mancipium_n,noun,3342,595,1987,720,40
mancipo_v,verb,2845,150,1033,1636,26
mandatum_n,noun,34171,1464,16379,15715,613
mando/-or_v,verb,8519,971,3706,3702,140
mando_v,verb,82223,3932,39073,37642,1576
manduco/-or_v,verb,17003,90,7282,9556,75
maneo_v,verb,50688,3517,19785,26064,1322
manes_n,noun,20826,3208,7415,9988,215
manifesto_v,verb,19337,253,5825,12755,504
manipulus_n,noun,945,168,273,490,14
mano_v,verb,11330,1514,3574,5798,444
mansito_v,verb,28,1,20,7,0
mansuefacio_v,verb,146,52,70,18,6
mansuefio_v,verb,5,2,2,1,0
mansuesco_v,verb,5053,224,1901,2861,67
manu-mitto_v,verb,3434,334,2988,104,8
manus_n,noun,154284,20479,59210,72758,1837
marceo_v,verb,605,180,243,182,0
mare_n,noun,65288,8767,23957,31334,1230
marito_v,verb,1968,303,1103,549,13
maritus_n,noun,8516,1604,4901,1897,114
marmor_n,noun,1474,421,665,357,31
mater_n,noun,37941,4691,14282,18594,374
materia_n,noun,68434,2920,6329,52060,7125
materio/-or_v,verb,16058,808,1535,12390,1325
matrimonium_n,noun,13148,762,3496,8571,319
maturesco_v,verb,350,185,65,72,28
maturo_v,verb,1980,553,534,852,41
medeor_v,verb,2663,976,826,795,66
medicina_n,noun,10713,1693,3133,5447,440
medico/-or_v,verb,1888,455,778,604,51
medicus_n,noun,9052,1410,3739,3528,375
meditor_v,verb,7519,766,2525,3839,389
medium_n,noun,76781,7625,19389,44881,4886
meio_v,verb,6,1,0,5,0
mel_n,noun,8924,1720,3142,3980,82
membrum_n,noun,46082,3566,20805,20756,955
memini_v,verb,7275,1258,3297,2450,270
memor_n,noun,8395,968,3738,3495,194
memoria_n,noun,38406,4609,11276,21027,1494
memoro/-or_v,verb,18186,1526,8195,8239,226
mendico/-or_v,verb,2495,98,483,1846,68
mens_n,noun,67140,4118,25979,32544,4499
mensa_n,noun,17080,1605,6570,8564,341
mensis_n,noun,21782,2373,9541,9525,343
mensura_n,noun,19041,1248,6180,10812,801
mentior/-io_v,verb,29680,1764,12484,14228,1204
meo_v,verb,47973,5863,20814,20592,704
mercator_n,noun,1434,253,338,784,59
merces_n,noun,10175,754,4623,4695,103
mercor/-o_v,verb,4964,790,1815,2223,136
mereo/-eor_v,verb,159967,7324,62316,88337,1990
mergo_v,verb,3789,1120,1491,1152,26
meritum_n,noun,63439,2682,25344,34607,806
merso_v,verb,240,100,93,46,1
merum_n,noun,2445,766,532,794,353
messis_n,noun,4800,513,2217,2039,31
metior/-io_v,verb,73222,6218,26406,38239,2359
meto_v,verb,11267,836,4699,5596,136
metor/-o_v,verb,2313,218,1230,845,20
metuo_v,verb,15567,3014,7477,4811,265
metus_n,noun,15276,6058,5047,3351,820
mico_v,verb,2119,447,861,793,18
micturio_v,verb,13,4,1,8,0
migro_v,verb,3297,220,1442,1469,166
miles_n,noun,27630,8591,8008,10831,200
militia_n,noun,12823,1726,5905,5046,146
milito_v,verb,12773,2248,4175,6195,155
minae_n,noun,2586,806,668,1068,44
mingo_v,verb,133,12,53,66,2
minister_n,noun,15967,586,4426,10651,304
ministerium_n,noun,18056,674,6819,9965,598
ministro_v,verb,13334,300,4434,8346,254
minitor/-o_v,verb,918,424,247,227,20
minor/-o_v,verb,10590,1584,3442,4998,566
minuo_v,verb,13841,2094,5444,5352,951
miror/-o_v,verb,23216,3175,7973,11571,497
misceo_v,verb,21591,5011,6097,9410,1073
misereo/-eor_v,verb,9887,643,3754,5411,79
miseresco_v,verb,395,103,196,88,8
miseria_n,noun,11900,609,3388,7761,142
misericordia_n,noun,58115,1033,24284,32341,457
miseror/-o_v,verb,11474,1956,4145,5320,53
missito_v,verb,20,8,10,2,0
mitesco_v,verb,254,68,114,69,3
mitigo_v,verb,2418,408,796,1190,24
mitto_v,verb,94322,12812,33256,46995,1259
moderatio_n,noun,1382,311,526,496,49
moderor/-o_v,verb,7295,1100,2540,3171,484
modestia_n,noun,3215,626,969,1488,132
modulor/-o_v,verb,1786,206,809,733,38
modus_n,noun,195840,24311,47318,112349,11862
moechor_v,verb,1171,5,603,562,1
moenia_n,noun,5277,3019,1468,742,48
moles_n,noun,6522,1409,2286,1442,1385
molior/-io_v,verb,4092,991,1560,1285,256
mollesco_v,verb,192,18,83,86,5
mollio_v,verb,2976,978,1111,831,56
molo_v,verb,5237,915,2010,1773,539
momentum_n,noun,7801,929,2735,2865,1272
moneo_v,verb,17927,1909,6023,8962,1033
mons_n,noun,36398,3785,15773,16489,351
