lexeme,PoSTag:features,form,form_IPA,freqTFTL,freqAntiquitas,freqAetasPatrum,freqMediumAeuum,freqRecentiorLatinitas
fraus,NOUN:Nom+Sing,fraus,fraws,562,97,217,240,8
fraus,NOUN:Gen+Sing,fraudis,frawdis,650,73,292,278,7
fraus,NOUN:Dat+Sing,fraudī,frawdiː,128,49,53,22,4
fraus,NOUN:Acc+Sing,fraudem,frawdem,1083,135,577,357,14
fraus,NOUN:Voc+Sing,fraus,fraws,562,97,217,240,8
fraus,NOUN:Abl+Sing,fraude,frawde,1563,276,679,586,22
fraus,NOUN:Nom+Plur,fraudēs,frawdeːs,397,46,169,172,10
fraus,NOUN:Gen+Plur,fraudum,frawdum,36,9,17,10,0
fraus,NOUN:Dat+Plur,fraudibus,frawdibus,388,35,212,132,9
fraus,NOUN:Acc+Plur,fraudēs,frawdeːs,397,46,169,172,10
fraus,NOUN:Voc+Plur,fraudēs,frawdeːs,397,46,169,172,10
fraus,NOUN:Abl+Plur,fraudibus,frawdibus,388,35,212,132,9
fremitus,NOUN:Nom+Sing,fremitus,fremitus,201,78,74,44,5
fremitus,NOUN:Gen+Sing,fremitūs,fremituːs,201,78,74,44,5
fremitus,NOUN:Dat+Sing,fremituī,fremituiː,1,0,0,1,0
fremitus,NOUN:Acc+Sing,fremitum,fremitum,83,27,30,26,0
fremitus,NOUN:Voc+Sing,fremitus,fremitus,201,78,74,44,5
fremitus,NOUN:Abl+Sing,fremitū,fremituː,196,81,65,50,0
fremitus,NOUN:Nom+Plur,fremitūs,fremituːs,201,78,74,44,5
fremitus,NOUN:Gen+Plur,fremituum,fremituum,0,0,0,0,0
fremitus,NOUN:Dat+Plur,fremitibus,fremitibus,6,4,0,2,0
fremitus,NOUN:Acc+Plur,fremitūs,fremituːs,201,78,74,44,5
fremitus,NOUN:Voc+Plur,fremitūs,fremituːs,201,78,74,44,5
fremitus,NOUN:Abl+Plur,fremitibus,fremitibus,6,4,0,2,0
frenum,NOUN:Nom+Sing,frēnum,freːnum,268,8,78,177,5
frenum,NOUN:Gen+Sing,frēnī,freːniː,41,10,13,18,0
frenum,NOUN:Dat+Sing,frēnō,freːnoː,252,15,85,147,5
frenum,NOUN:Acc+Sing,frēnum,freːnum,268,8,78,177,5
frenum,NOUN:Voc+Sing,frēnum,freːnum,268,8,78,177,5
frenum,NOUN:Abl+Sing,frēnō,freːnoː,252,15,85,147,5
frenum,NOUN:Nom+Plur,frēna,freːna,345,105,129,111,0
frenum,NOUN:Gen+Plur,frēnōrum,freːnoːrum,13,3,3,7,0
frenum,NOUN:Dat+Plur,frēnīs,freːniːs,212,81,74,57,0
frenum,NOUN:Acc+Plur,frēna,freːna,345,105,129,111,0
frenum,NOUN:Voc+Plur,frēna,freːna,345,105,129,111,0
frenum,NOUN:Abl+Plur,frēnīs,freːniːs,212,81,74,57,0
fretum,NOUN:Nom+Sing,fretum,fretum,461,202,122,134,3
fretum,NOUN:Gen+Sing,fretī,fretiː,293,93,73,106,21
fretum,NOUN:Dat+Sing,fretō,fretoː,231,126,70,34,1
fretum,NOUN:Acc+Sing,fretum,fretum,461,202,122,134,3
fretum,NOUN:Voc+Sing,fretum,fretum,461,202,122,134,3
fretum,NOUN:Abl+Sing,fretō,fretoː,231,126,70,34,1
fretum,NOUN:Nom+Plur,freta,freta,346,193,111,37,5
fretum,NOUN:Gen+Plur,fretōrum,fretoːrum,7,5,0,2,0
fretum,NOUN:Dat+Plur,fretīs,fretiːs,74,44,23,6,1
fretum,NOUN:Acc+Plur,freta,freta,346,193,111,37,5
fretum,NOUN:Voc+Plur,freta,freta,346,193,111,37,5
fretum,NOUN:Abl+Plur,fretīs,fretiːs,74,44,23,6,1
frigus,NOUN:Nom+Sing,frīgus,friːɡus,1415,203,354,658,200
frigus,NOUN:Gen+Sing,frīgoris,friːɡoris,566,65,187,248,66
frigus,NOUN:Dat+Sing,frīgorī,friːɡoriː,59,21,11,16,11
frigus,NOUN:Acc+Sing,frīgus,friːɡus,1415,203,354,658,200
frigus,NOUN:Voc+Sing,frīgus,friːɡus,1415,203,354,658,200
frigus,NOUN:Abl+Sing,frīgore,friːɡore,1188,223,352,538,75
frigus,NOUN:Nom+Plur,frīgora,friːɡora,294,113,97,62,22
frigus,NOUN:Gen+Plur,frīgorum,friːɡorum,28,18,6,4,0
frigus,NOUN:Dat+Plur,frīgoribus,friːɡoribus,138,53,40,44,1
frigus,NOUN:Acc+Plur,frīgora,friːɡora,294,113,97,62,22
frigus,NOUN:Voc+Plur,frīgora,friːɡora,294,113,97,62,22
frigus,NOUN:Abl+Plur,frīgoribus,friːɡoribus,138,53,40,44,1
frons1,NOUN:Nom+Sing,frōns,froːns,378,115,125,131,7
frons1,NOUN:Gen+Sing,frondis,frondis,58,33,20,5,0
frons1,NOUN:Dat+Sing,frondī,frondiː,3,2,1,0,0
frons1,NOUN:Acc+Sing,frondem,frondem,81,77,2,2,0
frons1,NOUN:Voc+Sing,frōns,froːns,378,115,125,131,7
frons1,NOUN:Abl+Sing,fronde,fronde,216,134,50,31,1
frons1,NOUN:Nom+Plur,frondēs,frondeːs,283,103,79,91,10
frons1,NOUN:Gen+Plur,frondium,frondium,78,9,27,41,1
frons1,NOUN:Dat+Plur,frondibus,frondibus,240,90,79,68,3
frons1,NOUN:Acc+Plur,frondēs,frondeːs,283,103,79,91,10
frons1,NOUN:Voc+Plur,frondēs,frondeːs,283,103,79,91,10
frons1,NOUN:Abl+Plur,frondibus,frondibus,240,90,79,68,3
frons2,NOUN:Nom+Sing,frōns,froːns,378,115,125,131,7
frons2,NOUN:Gen+Sing,frontis,frontis,293,81,107,98,7
frons2,NOUN:Dat+Sing,frontī,frontiː,135,60,22,51,2
frons2,NOUN:Acc+Sing,frontem,frontem,741,212,278,239,12
frons2,NOUN:Voc+Sing,frōns,froːns,378,115,125,131,7
frons2,NOUN:Abl+Sing,fronte,fronte,2124,447,799,830,48
frons2,NOUN:Nom+Plur,frontēs,fronteːs,178,31,67,78,2
frons2,NOUN:Gen+Plur,frontium,frontium,33,2,10,21,0
frons2,NOUN:Dat+Plur,frontibus,frontibus,451,58,151,239,3
frons2,NOUN:Acc+Plur,frontēs,fronteːs,178,31,67,78,2
frons2,NOUN:Voc+Plur,frontēs,fronteːs,178,31,67,78,2
frons2,NOUN:Abl+Plur,frontibus,frontibus,451,58,151,239,3
fructus,NOUN:Nom+Sing,frūctus,fruːktus,9865,449,4397,4836,183
fructus,NOUN:Gen+Sing,frūctūs,fruːktuːs,9865,449,4397,4836,183
fructus,NOUN:Dat+Sing,frūctuī,fruːktuiː,66,14,19,33,0
fructus,NOUN:Acc+Sing,frūctum,fruːktum,7491,385,3225,3814,67
fructus,NOUN:Voc+Sing,frūctus,fruːktus,9865,449,4397,4836,183
fructus,NOUN:Abl+Sing,frūctū,fruːktuː,2578,136,1108,1297,37
fructus,NOUN:Nom+Plur,frūctūs,fruːktuːs,9865,449,4397,4836,183
fructus,NOUN:Gen+Plur,frūctuum,fruːktuum,846,22,353,417,54
fructus,NOUN:Dat+Plur,frūctibus,fruːktibus,1686,70,865,706,45
fructus,NOUN:Acc+Plur,frūctūs,fruːktuːs,9865,449,4397,4836,183
fructus,NOUN:Voc+Plur,frūctūs,fruːktuːs,9865,449,4397,4836,183
fructus,NOUN:Abl+Plur,frūctibus,fruːktibus,1686,70,865,706,45
frumentum,NOUN:Nom+Sing,frūmentum,fruːmentum,1216,400,466,339,11
frumentum,NOUN:Gen+Sing,frūmentī,fruːmentiː,1085,236,347,490,12
frumentum,NOUN:Dat+Sing,frūmentō,fruːmentoː,586,184,198,200,4
frumentum,NOUN:Acc+Sing,frūmentum,fruːmentum,1216,400,466,339,11
frumentum,NOUN:Voc+Sing,frūmentum,fruːmentum,1216,400,466,339,11
frumentum,NOUN:Abl+Sing,frūmentō,fruːmentoː,586,184,198,200,4
frumentum,NOUN:Nom+Plur,frūmenta,fruːmenta,596,99,372,125,0
frumentum,NOUN:Gen+Plur,frūmentōrum,fruːmentoːrum,66,8,46,12,0
frumentum,NOUN:Dat+Plur,frūmentīs,fruːmentiːs,141,32,100,9,0
frumentum,NOUN:Acc+Plur,frūmenta,fruːmenta,596,99,372,125,0
frumentum,NOUN:Voc+Plur,frūmenta,fruːmenta,596,99,372,125,0
frumentum,NOUN:Abl+Plur,frūmentīs,fruːmentiːs,141,32,100,9,0
frux,NOUN:Nom+Sing,frūx,fruːks,11,3,1,7,0
frux,NOUN:Gen+Sing,frūgis,fruːɡis,82,13,48,17,4
frux,NOUN:Dat+Sing,frūgī,fruːɡiː,314,153,94,60,7
frux,NOUN:Acc+Sing,frūgem,fruːɡem,191,33,108,45,5
frux,NOUN:Voc+Sing,frūx,fruːks,11,3,1,7,0
frux,NOUN:Abl+Sing,frūge,fruːɡe,150,26,96,27,1
frux,NOUN:Nom+Plur,frūgēs,fruːɡeːs,623,180,273,162,8
frux,NOUN:Gen+Plur,frūgum,fruːɡum,575,133,240,196,6
frux,NOUN:Dat+Plur,frūgibus,fruːɡibus,485,108,224,151,2
frux,NOUN:Acc+Plur,frūgēs,fruːɡeːs,623,180,273,162,8
frux,NOUN:Voc+Plur,frūgēs,fruːɡeːs,623,180,273,162,8
frux,NOUN:Abl+Plur,frūgibus,fruːɡibus,485,108,224,151,2
fuga,NOUN:Nom+Sing,fuga,fuɡa,2055,751,509,746,49
fuga,NOUN:Gen+Sing,fugae,fuɡaj,654,295,159,184,16
fuga,NOUN:Dat+Sing,fugae,fuɡaj,654,295,159,184,16
fuga,NOUN:Acc+Sing,fugam,fuɡam,1795,479,447,825,44
fuga,NOUN:Voc+Sing,fuga,fuɡa,2055,751,509,746,49
fuga,NOUN:Abl+Sing,fugā,fuɡaː,2055,751,509,746,49
fuga,NOUN:Nom+Plur,fugae,fuɡaj,654,295,159,184,16
fuga,NOUN:Gen+Plur,fugārum,fuɡaːrum,5,3,1,1,0
fuga,NOUN:Dat+Plur,fugīs,fuɡiːs,218,68,85,65,0
fuga,NOUN:Acc+Plur,fugās,fuɡaːs,50,21,16,12,1
fuga,NOUN:Voc+Plur,fugae,fuɡaj,654,295,159,184,16
fuga,NOUN:Abl+Plur,fugīs,fuɡiːs,218,68,85,65,0
fulgor,NOUN:Nom+Sing,fulgor,fulɡor,416,66,165,177,8
fulgor,NOUN:Gen+Sing,fulgōris,fulɡoːris,189,16,72,101,0
fulgor,NOUN:Dat+Sing,fulgōrī,fulɡoːriː,25,0,16,8,1
fulgor,NOUN:Acc+Sing,fulgōrem,fulɡoːrem,425,31,162,226,6
fulgor,NOUN:Voc+Sing,fulgor,fulɡor,416,66,165,177,8
fulgor,NOUN:Abl+Sing,fulgōre,fulɡoːre,671,70,250,346,5
fulgor,NOUN:Nom+Plur,fulgōrēs,fulɡoːreːs,56,7,16,28,5
fulgor,NOUN:Gen+Plur,fulgōrum,fulɡoːrum,14,1,10,3,0
fulgor,NOUN:Dat+Plur,fulgōribus,fulɡoːribus,92,12,27,50,3
fulgor,NOUN:Acc+Plur,fulgōrēs,fulɡoːreːs,56,7,16,28,5
fulgor,NOUN:Voc+Plur,fulgōrēs,fulɡoːreːs,56,7,16,28,5
fulgor,NOUN:Abl+Plur,fulgōribus,fulɡoːribus,92,12,27,50,3
fulmen,NOUN:Nom+Sing,fulmen,fulmen,357,166,81,104,6
fulmen,NOUN:Gen+Sing,fulminis,fulminis,209,98,52,57,2
fulmen,NOUN:Dat+Sing,fulminī,fulminiː,7,6,1,0,0
fulmen,NOUN:Acc+Sing,fulmen,fulmen,357,166,81,104,6
fulmen,NOUN:Voc+Sing,fulmen,fulmen,357,166,81,104,6
fulmen,NOUN:Abl+Sing,fulmine,fulmine,385,180,100,95,10
fulmen,NOUN:Nom+Plur,fulmina,fulmina,413,215,96,92,10
fulmen,NOUN:Gen+Plur,fulminum,fulminum,71,23,23,24,1
fulmen,NOUN:Dat+Plur,fulminibus,fulminibus,103,39,47,15,2
fulmen,NOUN:Acc+Plur,fulmina,fulmina,413,215,96,92,10
fulmen,NOUN:Voc+Plur,fulmina,fulmina,413,215,96,92,10
fulmen,NOUN:Abl+Plur,fulminibus,fulminibus,103,39,47,15,2
fumus,NOUN:Nom+Sing,fūmus,fuːmus,1083,70,347,644,22
fumus,NOUN:Gen+Sing,fūmī,fuːmiː,357,19,94,231,13
fumus,NOUN:Dat+Sing,fūmō,fuːmoː,561,114,175,263,9
fumus,NOUN:Acc+Sing,fūmum,fuːmum,437,43,114,256,24
fumus,NOUN:Voc+Sing,fūme,fuːme,0,0,0,0,0
fumus,NOUN:Abl+Sing,fūmō,fuːmoː,561,114,175,263,9
fumus,NOUN:Nom+Plur,fūmī,fuːmiː,357,19,94,231,13
fumus,NOUN:Gen+Plur,fūmōrum,fuːmoːrum,4,0,1,2,1
fumus,NOUN:Dat+Plur,fūmīs,fuːmiːs,19,4,4,2,9
fumus,NOUN:Acc+Plur,fūmōs,fuːmoːs,49,14,17,8,10
fumus,NOUN:Voc+Plur,fūmī,fuːmiː,357,19,94,231,13
fumus,NOUN:Abl+Plur,fūmīs,fuːmiːs,19,4,4,2,9
fundamentum,NOUN:Nom+Sing,fundāmentum,fundaːmentum,2759,48,907,1588,216
fundamentum,NOUN:Gen+Sing,fundāmentī,fundaːmentiː,158,1,66,84,7
fundamentum,NOUN:Dat+Sing,fundāmentō,fundaːmentoː,748,16,206,449,77
fundamentum,NOUN:Acc+Sing,fundāmentum,fundaːmentum,2759,48,907,1588,216
fundamentum,NOUN:Voc+Sing,fundāmentum,fundaːmentum,2759,48,907,1588,216
fundamentum,NOUN:Abl+Sing,fundāmentō,fundaːmentoː,748,16,206,449,77
fundamentum,NOUN:Nom+Plur,fundāmenta,fundaːmenta,1495,122,717,580,76
fundamentum,NOUN:Gen+Plur,fundāmentōrum,fundaːmentoːrum,63,4,29,28,2
fundamentum,NOUN:Dat+Plur,fundāmentīs,fundaːmentiːs,355,34,119,143,59
fundamentum,NOUN:Acc+Plur,fundāmenta,fundaːmenta,1495,122,717,580,76
fundamentum,NOUN:Voc+Plur,fundāmenta,fundaːmenta,1495,122,717,580,76
fundamentum,NOUN:Abl+Plur,fundāmentīs,fundaːmentiːs,355,34,119,143,59
funis,NOUN:Nom+Sing,fūnis,fuːnis,122,34,40,44,4
funis,NOUN:Gen+Sing,fūnis,fuːnis,122,34,40,44,4
funis,NOUN:Dat+Sing,fūnī,fuːniː,8,1,3,1,3
funis,NOUN:Acc+Sing,fūnem,fuːnem,169,40,42,82,5
funis,NOUN:Voc+Sing,fūnis,fuːnis,122,34,40,44,4
funis,NOUN:Abl+Sing,fūne,fuːne,213,21,62,128,2
funis,NOUN:Nom+Plur,fūnēs,fuːneːs,279,43,126,106,4
funis,NOUN:Gen+Plur,fūnium,fuːnium,17,2,8,6,1
funis,NOUN:Dat+Plur,fūnibus,fuːnibus,406,38,166,196,6
funis,NOUN:Acc+Plur,fūnēs,fuːneːs,279,43,126,106,4
funis,NOUN:Voc+Plur,fūnēs,fuːneːs,279,43,126,106,4
funis,NOUN:Abl+Plur,fūnibus,fuːnibus,406,38,166,196,6
funus,NOUN:Nom+Sing,fūnus,fuːnus,522,182,189,149,2
funus,NOUN:Gen+Sing,fūneris,fuːneris,335,83,128,123,1
funus,NOUN:Dat+Sing,fūnerī,fuːneriː,93,28,21,44,0
funus,NOUN:Acc+Sing,fūnus,fuːnus,522,182,189,149,2
funus,NOUN:Voc+Sing,fūnus,fuːnus,522,182,189,149,2
funus,NOUN:Abl+Sing,fūnere,fuːnere,420,184,113,121,2
funus,NOUN:Nom+Plur,fūnera,fuːnera,539,265,186,87,1
funus,NOUN:Gen+Plur,fūnerum,fuːnerum,54,18,31,5,0
funus,NOUN:Dat+Plur,fūneribus,fuːneribus,157,54,75,28,0
funus,NOUN:Acc+Plur,fūnera,fuːnera,539,265,186,87,1
funus,NOUN:Voc+Plur,fūnera,fuːnera,539,265,186,87,1
funus,NOUN:Abl+Plur,fūneribus,fuːneribus,157,54,75,28,0
furor,NOUN:Nom+Sing,furor,furor,1739,319,694,702,24
furor,NOUN:Gen+Sing,furōris,furoːris,1224,102,588,528,6
furor,NOUN:Dat+Sing,furōrī,furoːriː,189,51,80,56,2
furor,NOUN:Acc+Sing,furōrem,furoːrem,1177,151,533,480,13
furor,NOUN:Voc+Sing,furor,furor,1739,319,694,702,24
furor,NOUN:Abl+Sing,furōre,furoːre,1837,132,876,819,10
furor,NOUN:Nom+Plur,furōrēs,furoːreːs,157,66,47,41,3
furor,NOUN:Gen+Plur,furōrum,furoːrum,10,4,4,2,0
furor,NOUN:Dat+Plur,furōribus,furoːribus,39,12,17,10,0
furor,NOUN:Acc+Plur,furōrēs,furoːreːs,157,66,47,41,3
furor,NOUN:Voc+Plur,furōrēs,furoːreːs,157,66,47,41,3
furor,NOUN:Abl+Plur,furōribus,furoːribus,39,12,17,10,0
furtum,NOUN:Nom+Sing,furtum,furtum,1477,151,681,620,25
furtum,NOUN:Gen+Sing,furtī,furtiː,987,86,725,164,12
furtum,NOUN:Dat+Sing,furtō,furtoː,656,112,238,300,6
furtum,NOUN:Acc+Sing,furtum,furtum,1477,151,681,620,25
furtum,NOUN:Voc+Sing,furtum,furtum,1477,151,681,620,25
furtum,NOUN:Abl+Sing,furtō,furtoː,656,112,238,300,6
furtum,NOUN:Nom+Plur,furta,furta,451,109,194,141,7
furtum,NOUN:Gen+Plur,furtōrum,furtoːrum,60,27,25,8,0
furtum,NOUN:Dat+Plur,furtīs,furtiːs,159,46,73,39,1
furtum,NOUN:Acc+Plur,furta,furta,451,109,194,141,7
furtum,NOUN:Voc+Plur,furta,furta,451,109,194,141,7
furtum,NOUN:Abl+Plur,furtīs,furtiːs,159,46,73,39,1
galea,NOUN:Nom+Sing,galea,ɡalea,270,71,72,121,6
galea,NOUN:Gen+Sing,galeae,ɡaleaj,84,55,16,12,1
galea,NOUN:Dat+Sing,galeae,ɡaleaj,84,55,16,12,1
galea,NOUN:Acc+Sing,galeam,ɡaleam,271,98,95,73,5
galea,NOUN:Voc+Sing,galea,ɡalea,270,71,72,121,6
galea,NOUN:Abl+Sing,galeā,ɡaleaː,270,71,72,121,6
galea,NOUN:Nom+Plur,galeae,ɡaleaj,84,55,16,12,1
galea,NOUN:Gen+Plur,galeārum,ɡaleaːrum,26,3,4,19,0
galea,NOUN:Dat+Plur,galeīs,ɡaleiːs,102,25,16,61,0
galea,NOUN:Acc+Plur,galeās,ɡaleaːs,114,38,22,53,1
galea,NOUN:Voc+Plur,galeae,ɡaleaj,84,55,16,12,1
galea,NOUN:Abl+Plur,galeīs,ɡaleiːs,102,25,16,61,0
gaudium,NOUN:Nom+Sing,gaudium,ɡawdium,6747,219,1855,4596,77
gaudium,NOUN:Gen+Sing,gaudiī,ɡawdiiː,1173,16,295,854,8
gaudium,NOUN:Dat+Sing,gaudiō,ɡawdioː,3753,213,1117,2358,65
gaudium,NOUN:Acc+Sing,gaudium,ɡawdium,6747,219,1855,4596,77
gaudium,NOUN:Voc+Sing,gaudium,ɡawdium,6747,219,1855,4596,77
gaudium,NOUN:Abl+Sing,gaudiō,ɡawdioː,3753,213,1117,2358,65
gaudium,NOUN:Nom+Plur,gaudia,ɡawdia,2994,297,1190,1483,24
gaudium,NOUN:Gen+Plur,gaudiōrum,ɡawdioːrum,440,5,175,256,4
gaudium,NOUN:Dat+Plur,gaudiīs,ɡawdiiːs,632,25,234,360,13
gaudium,NOUN:Acc+Plur,gaudia,ɡawdia,2994,297,1190,1483,24
gaudium,NOUN:Voc+Plur,gaudia,ɡawdia,2994,297,1190,1483,24
gaudium,NOUN:Abl+Plur,gaudiīs,ɡawdiiːs,632,25,234,360,13
gemitus,NOUN:Nom+Sing,gemitus,ɡemitus,1469,258,560,644,7
gemitus,NOUN:Gen+Sing,gemitūs,ɡemituːs,1469,258,560,644,7
gemitus,NOUN:Dat+Sing,gemituī,ɡemituiː,1,0,0,1,0
gemitus,NOUN:Acc+Sing,gemitum,ɡemitum,509,53,177,278,1
gemitus,NOUN:Voc+Sing,gemitus,ɡemitus,1469,258,560,644,7
gemitus,NOUN:Abl+Sing,gemitū,ɡemituː,970,163,387,418,2
gemitus,NOUN:Nom+Plur,gemitūs,ɡemituːs,1469,258,560,644,7
gemitus,NOUN:Gen+Plur,gemituum,ɡemituum,66,0,16,50,0
gemitus,NOUN:Dat+Plur,gemitibus,ɡemitibus,528,3,235,289,1
gemitus,NOUN:Acc+Plur,gemitūs,ɡemituːs,1469,258,560,644,7
gemitus,NOUN:Voc+Plur,gemitūs,ɡemituːs,1469,258,560,644,7
gemitus,NOUN:Abl+Plur,gemitibus,ɡemitibus,528,3,235,289,1
gemma,NOUN:Nom+Sing,gemma,ɡemma,422,92,114,203,13
gemma,NOUN:Gen+Sing,gemmae,ɡemmaj,218,61,79,59,19
gemma,NOUN:Dat+Sing,gemmae,ɡemmaj,218,61,79,59,19
gemma,NOUN:Acc+Sing,gemmam,ɡemmam,127,41,31,54,1
gemma,NOUN:Voc+Sing,gemma,ɡemma,422,92,114,203,13
gemma,NOUN:Abl+Sing,gemmā,ɡemmaː,422,92,114,203,13
gemma,NOUN:Nom+Plur,gemmae,ɡemmaj,218,61,79,59,19
gemma,NOUN:Gen+Plur,gemmārum,ɡemmaːrum,290,33,133,121,3
gemma,NOUN:Dat+Plur,gemmīs,ɡemmiːs,646,99,239,297,11
gemma,NOUN:Acc+Plur,gemmās,ɡemmaːs,382,97,158,116,11
gemma,NOUN:Voc+Plur,gemmae,ɡemmaj,218,61,79,59,19
gemma,NOUN:Abl+Plur,gemmīs,ɡemmiːs,646,99,239,297,11
gena,NOUN:Nom+Sing,gena,ɡena,17,6,3,8,0
gena,NOUN:Gen+Sing,genae,ɡenaj,291,49,92,149,1
gena,NOUN:Dat+Sing,genae,ɡenaj,291,49,92,149,1
gena,NOUN:Acc+Sing,genam,ɡenam,9,3,2,4,0
gena,NOUN:Voc+Sing,gena,ɡena,17,6,3,8,0
gena,NOUN:Abl+Sing,genā,ɡenaː,17,6,3,8,0
gena,NOUN:Nom+Plur,genae,ɡenaj,291,49,92,149,1
gena,NOUN:Gen+Plur,genārum,ɡenaːrum,99,16,42,41,0
gena,NOUN:Dat+Plur,genīs,ɡeniːs,192,69,32,89,2
gena,NOUN:Acc+Plur,genās,ɡenaːs,418,173,89,156,0
gena,NOUN:Voc+Plur,genae,ɡenaj,291,49,92,149,1
gena,NOUN:Abl+Plur,genīs,ɡeniːs,192,69,32,89,2
gener,NOUN:Nom+Sing,gener,ɡener,327,124,118,80,5
gener,NOUN:Gen+Sing,generī,ɡeneriː,1870,332,805,640,93
gener,NOUN:Dat+Sing,generō,ɡeneroː,221,63,107,50,1
gener,NOUN:Acc+Sing,generum,ɡenerum,1217,288,362,498,69
gener,NOUN:Voc+Sing,gener,ɡener,327,124,118,80,5
gener,NOUN:Abl+Sing,generō,ɡeneroː,221,63,107,50,1
gener,NOUN:Nom+Plur,generī,ɡeneriː,1870,332,805,640,93
gener,NOUN:Gen+Plur,generōrum,ɡeneroːrum,5,2,2,1,0
gener,NOUN:Dat+Plur,generīs,ɡeneriːs,10606,1164,3897,4972,573
gener,NOUN:Acc+Plur,generōs,ɡeneroːs,56,26,19,11,0
gener,NOUN:Voc+Plur,generī,ɡeneriː,1870,332,805,640,93
gener,NOUN:Abl+Plur,generīs,ɡeneriːs,10606,1164,3897,4972,573
genitor,NOUN:Nom+Sing,genitor,ɡenitor,665,256,251,153,5
genitor,NOUN:Gen+Sing,genitōris,ɡenitoːris,267,30,154,80,3
genitor,NOUN:Dat+Sing,genitōrī,ɡenitoːriː,73,3,46,22,2
genitor,NOUN:Acc+Sing,genitōrem,ɡenitoːrem,202,25,89,85,3
genitor,NOUN:Voc+Sing,genitor,ɡenitor,665,256,251,153,5
genitor,NOUN:Abl+Sing,genitōre,ɡenitoːre,170,27,90,52,1
genitor,NOUN:Nom+Plur,genitōrēs,ɡenitoːreːs,59,6,14,38,1
genitor,NOUN:Gen+Plur,genitōrum,ɡenitoːrum,35,4,14,15,2
genitor,NOUN:Dat+Plur,genitōribus,ɡenitoːribus,49,6,34,7,2
genitor,NOUN:Acc+Plur,genitōrēs,ɡenitoːreːs,59,6,14,38,1
genitor,NOUN:Voc+Plur,genitōrēs,ɡenitoːreːs,59,6,14,38,1
genitor,NOUN:Abl+Plur,genitōribus,ɡenitoːribus,49,6,34,7,2
gens,NOUN:Nom+Sing,gēns,ɡeːns,2579,394,1099,1065,21
gens,NOUN:Gen+Sing,gentis,ɡentis,2568,606,925,1008,29
gens,NOUN:Dat+Sing,gentī,ɡentiː,742,111,342,286,3
gens,NOUN:Acc+Sing,gentem,ɡentem,2311,241,962,1087,21
gens,NOUN:Voc+Sing,gēns,ɡeːns,2579,394,1099,1065,21
gens,NOUN:Abl+Sing,gente,ɡente,1822,248,744,812,18
gens,NOUN:Nom+Plur,gentēs,ɡenteːs,11328,618,5963,4624,123
gens,NOUN:Gen+Plur,gentium,ɡentium,9438,530,4731,3993,184
gens,NOUN:Dat+Plur,gentibus,ɡentibus,7979,332,4227,3354,66
gens,NOUN:Acc+Plur,gentēs,ɡenteːs,11328,618,5963,4624,123
gens,NOUN:Voc+Plur,gentēs,ɡenteːs,11328,618,5963,4624,123
gens,NOUN:Abl+Plur,gentibus,ɡentibus,7979,332,4227,3354,66
genu,NOUN:Nom+Sing,genū,ɡenuː,829,111,333,373,12
genu,NOUN:Gen+Sing,genūs,ɡenuːs,17734,2756,6183,7839,956
genu,NOUN:Dat+Sing,genū,ɡenuː,829,111,333,373,12
genu,NOUN:Acc+Sing,genū,ɡenuː,829,111,333,373,12
genu,NOUN:Voc+Sing,genū,ɡenuː,829,111,333,373,12
genu,NOUN:Abl+Sing,genū,ɡenuː,829,111,333,373,12
genu,NOUN:Nom+Plur,genua,ɡenua,1272,168,457,643,4
genu,NOUN:Gen+Plur,genuum,ɡenuum,73,5,16,51,1
genu,NOUN:Dat+Plur,genibus,ɡenibus,732,105,196,428,3
genu,NOUN:Acc+Plur,genua,ɡenua,1272,168,457,643,4
genu,NOUN:Voc+Plur,genua,ɡenua,1272,168,457,643,4
genu,NOUN:Abl+Plur,genibus,ɡenibus,732,105,196,428,3
genus,NOUN:Nom+Sing,genus,ɡenus,17734,2756,6183,7839,956
genus,NOUN:Gen+Sing,generis,ɡeneris,10606,1164,3897,4972,573
genus,NOUN:Dat+Sing,generī,ɡeneriː,1870,332,805,640,93
genus,NOUN:Acc+Sing,genus,ɡenus,17734,2756,6183,7839,956
genus,NOUN:Voc+Sing,genus,ɡenus,17734,2756,6183,7839,956
genus,NOUN:Abl+Sing,genere,ɡenere,13595,2124,3674,6937,860
genus,NOUN:Nom+Plur,genera,ɡenera,6411,1287,2198,2622,304
genus,NOUN:Gen+Plur,generum,ɡenerum,1217,288,362,498,69
genus,NOUN:Dat+Plur,generibus,ɡeneribus,1718,294,584,768,72
genus,NOUN:Acc+Plur,genera,ɡenera,6411,1287,2198,2622,304
genus,NOUN:Voc+Plur,genera,ɡenera,6411,1287,2198,2622,304
genus,NOUN:Abl+Plur,generibus,ɡeneribus,1718,294,584,768,72
gladiator,NOUN:Nom+Sing,gladiātor,ɡladiaːtor,70,48,14,7,1
gladiator,NOUN:Gen+Sing,gladiātōris,ɡladiaːtoːris,35,17,16,2,0
gladiator,NOUN:Dat+Sing,gladiātōrī,ɡladiaːtoːriː,13,10,2,1,0
gladiator,NOUN:Acc+Sing,gladiātōrem,ɡladiaːtoːrem,30,18,11,1,0
gladiator,NOUN:Voc+Sing,gladiātor,ɡladiaːtor,70,48,14,7,1
gladiator,NOUN:Abl+Sing,gladiātōre,ɡladiaːtoːre,18,15,3,0,0
